"Payment recipients by postcode and payment type, March 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postcode,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Double Orphan Pension,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Commonwealth Seniors Health Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,<20,27,331,0,43,0,<20,<20,82,196,168,193,38,97,<20,61,0,527,49,<20,0,<20,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,0,<20,<20,0,<20,0,<20,0,<20,<20,<20,20,0,<20,<20,0,0,20,<20,0,<20,<20,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,<20,34,629,0,120,<20,57,<20,210,339,282,334,42,184,21,99,0,"1,062",65,<20,0,<20,0,<20,0,26,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,0,<20,92,0,40,<20,32,0,71,80,68,119,<20,70,<20,31,0,243,<20,0,0,0,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,<20,75,389,<20,138,<20,86,0,192,309,272,303,<20,167,<20,106,<20,819,50,0,0,<20,0,0,<20,47,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,74,230,"4,259",33,"1,043",32,439,<20,"1,667","3,296","2,790","2,622",419,"1,246",157,876,<20,"7,706",428,<20,0,34,0,<20,<20,284,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,<20,<20,277,<20,67,<20,32,0,119,225,195,199,34,99,<20,37,<20,508,51,<20,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,<20,61,192,0,134,<20,95,0,224,307,274,364,<20,227,<20,130,0,701,21,<20,0,<20,0,<20,<20,62,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,<20,<20,71,<20,22,<20,<20,0,53,67,62,116,<20,82,<20,25,0,186,<20,0,0,0,0,0,<20,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,<20,<20,569,<20,190,<20,128,0,410,251,222,345,37,236,<20,85,<20,"1,254",23,<20,<20,<20,0,<20,<20,42,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,<20,<20,418,<20,71,<20,28,<20,127,240,265,186,<20,109,<20,66,<20,665,39,<20,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,<20,<20,79,0,20,<20,<20,0,76,95,86,154,<20,97,<20,32,<20,220,<20,0,0,0,0,<20,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,0,<20,20,0,<20,0,<20,0,23,34,33,38,0,25,<20,<20,0,71,<20,0,0,0,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,<20,27,98,0,40,0,28,0,129,150,143,215,<20,153,<20,71,0,361,<20,0,0,0,0,0,0,29,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,<20,64,227,0,69,<20,47,0,145,300,263,337,22,197,<20,113,<20,580,<20,0,0,<20,0,<20,0,54,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,0,<20,118,<20,39,0,21,0,51,66,52,71,21,25,<20,<20,<20,205,<20,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,<20,<20,191,<20,47,<20,25,0,51,103,82,101,<20,49,<20,<20,0,311,33,0,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,<20,<20,248,0,42,<20,<20,0,71,107,90,105,<20,58,<20,26,0,383,41,<20,0,<20,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,0,<20,238,<20,65,<20,31,0,130,149,148,168,<20,109,<20,45,<20,487,<20,0,0,<20,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,0,0,56,<20,<20,0,<20,0,<20,23,21,26,<20,<20,<20,<20,<20,81,<20,<20,0,0,0,0,<20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,<20,<20,398,<20,114,<20,58,0,162,162,149,184,32,116,<20,42,<20,720,<20,<20,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,0,<20,347,<20,109,<20,58,0,173,150,141,174,<20,112,<20,37,<20,668,<20,<20,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,0,<20,286,<20,56,0,31,0,68,90,82,85,20,47,<20,22,<20,421,26,<20,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,<20,<20,"2,128",<20,458,<20,206,<20,738,"1,106","1,029","1,117",191,595,88,225,<20,"3,523",286,<20,<20,<20,0,<20,<20,101,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,<20,<20,463,<20,119,<20,59,<20,172,287,269,261,46,125,22,63,<20,811,47,<20,0,<20,0,<20,<20,22,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,0,0,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,<20,0,101,0,<20,<20,<20,0,<20,57,49,45,<20,<20,0,<20,<20,140,20,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,0,<20,113,<20,22,0,<20,0,27,59,44,51,<20,24,<20,<20,0,176,<20,0,0,<20,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,<20,<20,412,<20,91,<20,35,0,89,236,189,151,36,65,<20,32,<20,599,46,<20,0,<20,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,0,<20,75,0,23,0,<20,0,37,53,43,41,<20,<20,<20,<20,<20,138,<20,0,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,0,<20,88,0,24,<20,<20,0,36,67,49,59,<20,26,<20,<20,0,160,<20,<20,0,<20,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,<20,<20,232,0,70,<20,41,0,135,125,110,158,30,95,<20,32,<20,478,23,0,0,0,0,<20,<20,22,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,<20,37,"1,570",<20,434,20,156,<20,615,995,851,901,151,428,83,235,<20,"2,747",185,<20,0,<20,0,<20,<20,121,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,<20,56,"1,376",<20,269,<20,101,0,484,767,625,661,128,325,57,157,<20,"2,245",170,<20,0,<20,0,<20,<20,58,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,0,<20,117,0,<20,0,<20,0,26,42,34,33,<20,<20,<20,<20,0,158,<20,<20,0,<20,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,0,0,57,0,<20,<20,<20,0,22,34,25,27,<20,<20,<20,0,<20,91,25,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,<20,<20,107,0,40,0,<20,0,59,73,55,77,<20,47,<20,<20,0,215,<20,0,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,0,<20,46,0,<20,<20,<20,0,31,47,34,29,<20,<20,<20,<20,0,104,<20,0,0,0,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,<20,46,486,<20,127,<20,52,0,220,372,316,338,42,136,25,97,<20,896,64,<20,0,<20,0,<20,<20,36,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,0,0,22,0,<20,0,<20,0,<20,25,21,29,<20,<20,<20,<20,0,46,<20,0,0,0,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,<20,21,117,0,25,<20,<20,0,57,60,60,94,<20,66,<20,20,<20,232,<20,0,0,<20,0,<20,<20,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,<20,91,"3,102",<20,745,27,331,<20,"1,468","1,561","1,433","1,562",141,"1,062",105,479,<20,"5,840",123,<20,0,<20,0,22,33,198,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,0,0,31,0,<20,0,<20,0,<20,<20,<20,<20,<20,<20,<20,0,0,38,<20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,0,0,<20,0,0,0,0,0,<20,<20,0,<20,<20,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,0,0,160,<20,20,<20,<20,0,32,77,81,59,<20,37,0,<20,0,219,25,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,0,0,<20,0,0,0,0,0,<20,<20,<20,<20,0,<20,0,0,0,<20,0,0,0,0,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,<20,<20,"1,226",24,280,<20,85,<20,430,785,749,643,132,287,30,164,<20,"2,021",236,<20,<20,<20,0,<20,<20,55,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,<20,<20,687,<20,175,<20,43,0,274,497,458,405,93,186,<20,89,<20,"1,192",132,<20,<20,<20,0,<20,<20,26,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,<20,<20,981,<20,215,<20,40,0,211,471,460,404,98,136,20,79,<20,"1,366",223,<20,0,<20,0,<20,<20,29,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,<20,21,"1,593",23,547,26,138,<20,702,"1,735","1,586","1,281",231,494,69,351,<20,"2,968",147,<20,<20,<20,0,<20,<20,87,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,<20,<20,"1,006",<20,367,<20,86,<20,385,"1,058",998,703,141,233,46,193,<20,"1,771",94,<20,<20,<20,0,<20,<20,54,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,0,0,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,<20,<20,51,<20,22,<20,<20,0,20,146,134,92,20,36,<20,<20,0,100,<20,<20,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,0,<20,147,<20,59,<20,<20,0,85,311,279,267,70,69,<20,30,0,297,26,<20,<20,<20,0,0,0,<20,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,<20,<20,"1,287",36,405,21,104,0,487,"1,684","1,545","1,153",288,380,62,233,<20,"2,252",211,<20,<20,<20,0,<20,<20,52,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,<20,<20,472,31,265,<20,45,0,174,"1,366","1,240",828,180,198,66,142,<20,901,57,<20,<20,<20,0,0,<20,35,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,<20,<20,327,89,71,<20,30,0,371,353,330,930,400,467,<20,46,<20,890,97,<20,<20,<20,0,0,0,68,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,0,0,<20,<20,0,0,0,0,<20,<20,<20,<20,0,<20,0,<20,0,22,<20,0,<20,0,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,0,0,199,21,22,0,<20,0,58,31,31,120,67,48,<20,<20,0,277,101,0,0,<20,0,0,0,<20,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,<20,0,105,26,31,<20,<20,0,129,88,79,275,138,131,<20,<20,0,267,25,<20,<20,0,0,0,0,<20,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,<20,0,352,<20,29,<20,<20,0,106,85,85,201,69,111,<20,<20,0,497,183,0,<20,<20,0,0,0,<20,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,<20,0,192,45,34,0,<20,0,68,178,168,425,169,209,<20,<20,<20,322,138,<20,<20,<20,0,0,0,<20,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,0,0,103,<20,32,0,<20,0,78,118,125,218,78,94,<20,<20,0,223,65,<20,0,<20,0,0,0,<20,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,<20,<20,"1,534",153,410,<20,190,0,818,950,870,"2,034",740,"1,149",85,133,<20,"3,083",68,<20,20,28,0,<20,<20,106,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,<20,<20,"2,114",105,660,<20,288,<20,892,"1,557","1,426","2,260",722,"1,222",116,216,<20,"4,020",109,<20,<20,48,0,<20,<20,91,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,<20,<20,"1,244",72,361,<20,110,<20,349,517,484,785,300,349,22,64,<20,"1,905",73,<20,<20,<20,0,<20,<20,44,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,<20,0,"1,326",28,388,<20,139,<20,379,682,658,904,312,399,42,88,<20,"2,080",112,<20,0,<20,0,<20,<20,42,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,<20,0,"1,344",38,304,<20,77,<20,415,492,451,760,279,324,22,85,<20,"2,045",301,<20,0,<20,0,<20,<20,21,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,<20,<20,"1,819",26,332,<20,119,0,427,554,513,716,249,353,20,77,<20,"2,584",213,<20,<20,<20,0,<20,<20,35,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,<20,0,748,32,340,<20,199,<20,505,864,800,"1,345",410,745,132,154,<20,"1,915",<20,<20,<20,28,0,0,0,73,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,<20,<20,"5,413",146,"1,736",62,827,<20,"1,663","3,788","3,411","5,377","1,506","2,925",444,639,37,"9,772",214,22,32,72,0,30,22,271,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,<20,<20,"6,670",172,"2,875",90,"1,430",<20,"2,877","5,318","4,805","6,821","2,040","3,700",513,980,49,"13,639",147,<20,35,133,0,65,59,310,"1,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,0,0,485,<20,162,<20,76,<20,174,341,301,445,132,231,26,68,<20,913,21,<20,<20,<20,0,<20,<20,25,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,0,<20,"3,508",94,"2,007",114,924,<20,"1,629","5,893","5,060","5,515","1,544","2,308",421,799,20,"7,941",173,22,32,92,0,24,30,214,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,<20,<20,988,37,679,35,296,<20,603,"2,631","2,351","2,171",494,867,188,487,<20,"2,788",62,<20,<20,28,0,<20,<20,132,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,0,0,"2,218",<20,550,<20,226,0,441,903,831,"1,070",319,460,154,106,<20,"3,184",132,<20,<20,<20,0,<20,<20,62,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,0,0,<20,<20,<20,0,<20,0,<20,<20,<20,24,0,28,<20,<20,0,41,0,0,0,0,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,0,0,45,<20,61,<20,21,0,27,426,405,361,75,102,35,46,0,172,<20,<20,0,<20,0,0,0,<20,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,<20,<20,"2,679",58,"1,024",24,486,<20,"1,126","2,270","2,054","2,602",762,"1,266",169,314,<20,"5,172",114,<20,<20,35,0,<20,<20,121,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,<20,<20,"4,458",136,"2,219",100,894,<20,"1,824","8,967","7,744","8,002","2,057","2,651",796,"1,185",<20,"9,448",280,30,26,74,0,<20,<20,403,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,<20,<20,"5,414",165,"2,387",112,919,<20,"2,283","8,035","7,127","7,691","1,956","3,103",591,"1,067",<20,"11,017",480,29,20,99,0,<20,26,429,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,<20,<20,"1,217",103,359,<20,190,<20,774,896,837,"1,630",660,809,98,180,<20,"2,640",91,<20,<20,22,0,<20,0,62,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,<20,0,"1,756",125,580,<20,196,<20,716,"1,209","1,131","2,152",837,"1,019",101,212,<20,"3,210",232,<20,<20,29,0,<20,<20,65,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,0,0,"2,485",24,577,<20,200,0,353,729,623,833,336,303,28,62,<20,"3,220",264,<20,0,<20,0,<20,0,20,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,0,0,"2,223",<20,552,<20,180,0,336,560,489,743,291,320,34,59,<20,"2,914",213,<20,<20,<20,0,<20,<20,25,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,0,<20,735,<20,183,<20,45,0,92,227,186,315,131,114,<20,<20,<20,934,167,<20,<20,<20,0,0,0,<20,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,<20,<20,"2,977",59,"1,741",90,737,<20,"1,296","4,475","3,760","4,365","1,425","1,577",291,500,<20,"6,212",97,20,<20,62,0,21,22,195,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,0,0,"2,780",50,"1,249",35,470,0,864,"1,657","1,416","2,264",954,839,91,190,<20,"4,647",176,<20,<20,35,0,20,<20,90,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,<20,<20,"1,410",50,322,<20,69,<20,282,366,344,672,282,279,<20,42,<20,"1,899",197,<20,<20,<20,0,<20,0,40,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,<20,<20,"2,062",60,497,22,122,<20,434,759,672,"1,184",525,419,31,88,<20,"2,855",464,<20,<20,<20,0,<20,<20,28,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,0,<20,"1,105",<20,281,<20,71,<20,212,385,327,555,274,177,<20,36,<20,"1,499",252,<20,<20,<20,0,<20,<20,<20,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,<20,0,"2,452",23,585,<20,219,0,388,781,704,902,357,372,24,96,<20,"3,305",170,<20,<20,<20,0,<20,<20,31,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,<20,<20,"2,710",21,846,22,366,<20,621,"1,304","1,122","1,439",468,638,82,191,<20,"4,153",184,<20,<20,29,0,<20,<20,74,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,<20,<20,"2,972",59,848,22,257,0,673,"1,349","1,217","1,597",588,630,79,150,<20,"4,304",263,<20,<20,<20,0,<20,<20,61,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,0,0,<20,0,0,0,0,0,0,0,0,0,0,<20,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,<20,<20,"4,520",62,"1,405",43,670,<20,"1,508","2,441","2,158","2,740",787,"1,146",251,313,<20,"7,507",240,<20,<20,43,0,<20,<20,128,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,<20,<20,"2,294",58,"1,441",56,979,<20,"1,636","2,458","2,270","3,180",712,"1,652",445,392,<20,"5,940",28,<20,<20,27,0,<20,<20,183,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,<20,<20,"1,650",43,"1,413",46,997,<20,"1,487","2,414","2,237","2,855",700,"1,369",420,341,<20,"5,030",<20,<20,<20,35,0,30,<20,186,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,<20,<20,914,<20,346,<20,151,<20,299,617,531,727,244,304,31,89,<20,"1,570",60,<20,<20,<20,0,<20,<20,39,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,<20,<20,669,103,152,<20,80,<20,556,515,482,"1,224",529,657,62,107,<20,"1,630",78,<20,<20,<20,0,<20,<20,47,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,25,<20,259,56,36,0,<20,0,103,99,86,398,259,115,<20,<20,0,392,83,<20,0,0,0,0,0,<20,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,<20,<20,530,98,131,<20,77,<20,422,407,377,"1,008",480,488,45,96,0,"1,293",114,<20,<20,<20,0,<20,0,41,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,<20,0,474,100,90,<20,32,<20,141,190,182,593,327,244,<20,37,0,754,206,<20,0,<20,0,<20,<20,24,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,<20,0,"1,295",106,367,<20,120,0,490,492,452,"1,086",456,549,37,68,0,"2,138",97,<20,0,<20,0,<20,<20,40,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,<20,<20,"1,941",279,570,<20,231,<20,781,624,559,"1,931",949,923,44,84,<20,"3,278",135,<20,<20,<20,0,<20,<20,68,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,<20,0,828,119,202,<20,56,0,272,286,244,749,372,340,22,25,0,"1,265",62,<20,<20,<20,0,<20,<20,22,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,<20,<20,"3,830",223,"1,242",22,456,0,"1,263","1,658","1,473","2,681","1,095","1,205",115,179,<20,"6,155",247,<20,<20,30,0,24,<20,96,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,<20,<20,898,<20,537,26,241,0,367,844,722,944,381,291,68,66,<20,"1,708",89,<20,<20,<20,0,<20,<20,<20,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,<20,<20,"2,241",21,762,<20,331,0,582,"1,248","1,126","1,354",386,517,169,119,<20,"3,508",103,<20,<20,<20,0,<20,<20,45,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,0,0,856,<20,489,<20,320,0,387,534,488,722,137,349,110,56,<20,"1,761",23,<20,<20,<20,0,<20,0,61,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,0,0,<20,0,0,0,0,0,0,<20,<20,<20,0,<20,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,0,0,38,<20,<20,<20,<20,0,<20,28,23,27,<20,<20,0,<20,0,71,<20,<20,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,<20,<20,"2,856",71,"2,936",120,"1,946",<20,"2,435","7,994","6,923","7,268","1,785","2,958",906,898,<20,"9,364",119,29,24,63,0,25,<20,380,"1,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,<20,<20,606,95,182,<20,105,0,531,481,450,"1,021",361,573,70,136,<20,"1,544",98,<20,<20,<20,0,0,<20,34,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,<20,<20,383,68,123,<20,64,<20,425,446,423,754,269,435,48,148,<20,"1,195",28,<20,<20,<20,0,<20,0,49,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,<20,<20,419,49,92,<20,39,0,212,152,133,452,218,212,<20,<20,0,742,64,<20,<20,<20,0,0,0,<20,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,<20,<20,"1,327",149,311,<20,103,<20,544,423,395,"1,049",488,503,27,73,<20,"2,238",249,<20,<20,<20,0,<20,<20,35,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,<20,<20,"2,245",202,634,<20,180,0,656,734,672,"1,574",691,749,42,78,<20,"3,381",226,<20,<20,<20,0,<20,<20,29,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,<20,<20,"1,853",117,457,<20,130,0,673,781,709,"1,368",573,611,45,105,<20,"2,969",132,<20,<20,<20,0,<20,<20,50,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,<20,<20,"3,454",198,"1,120",<20,437,<20,"1,563","1,813","1,627","2,808","1,051","1,430",132,225,<20,"6,182",204,<20,<20,21,0,21,<20,119,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,<20,<20,"7,266",152,"2,054",53,829,<20,"2,539","3,392","3,006","4,144","1,369","2,003",274,499,22,"11,908",391,<20,<20,45,0,37,<20,180,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,<20,<20,"3,615",35,"1,466",<20,684,<20,"1,380","1,829","1,626","2,198",711,"1,034",187,254,<20,"6,377",112,<20,<20,24,0,34,<20,118,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,<20,<20,"3,381",36,"1,502",24,693,<20,"1,386","2,038","1,790","2,265",683,"1,099",226,285,<20,"6,222",140,<20,<20,24,0,29,<20,120,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,<20,<20,"2,227",40,"1,200",37,563,<20,"1,280","3,133","2,691","2,913",826,"1,156",282,424,<20,"5,026",104,<20,<20,24,0,<20,<20,169,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
