"Payment recipients by postcode and payment type, March 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postcode,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Double Orphan Pension,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Commonwealth Seniors Health Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,<20,<20,"3,725",137,638,24,260,<20,953,"1,871","1,597","2,616",531,"1,555",105,326,<20,"5,827",824,<20,<20,52,0,<20,<20,189,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4218,<20,<20,"3,412",112,597,<20,227,0,736,"1,697","1,416","1,935",414,"1,147",89,281,<20,"5,143",595,<20,<20,42,0,<20,<20,107,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,0,0,58,0,<20,0,<20,0,<20,<20,<20,<20,<20,<20,0,<20,0,72,0,0,0,<20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,<20,<20,"4,204",103,719,<20,297,<20,977,"1,944","1,632","1,980",403,"1,131",96,313,<20,"6,273",455,<20,<20,51,0,<20,<20,148,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,<20,<20,"3,452",80,712,28,280,0,981,"1,996","1,674","1,886",400,"1,088",105,340,<20,"5,558",392,<20,0,49,0,<20,<20,163,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,<20,<20,"1,756",32,353,<20,134,<20,454,"1,036",847,943,221,518,62,173,<20,"2,778",190,<20,0,<20,0,<20,<20,72,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,<20,<20,727,34,160,<20,58,0,233,517,431,453,94,262,30,102,<20,"1,242",79,<20,0,<20,0,0,<20,36,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,<20,<20,"1,155",50,186,<20,89,0,491,388,337,623,160,417,28,85,<20,"1,967",148,<20,<20,<20,0,<20,0,48,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,<20,<20,"3,950",97,750,<20,305,<20,755,"2,471","2,076","2,073",508,873,116,331,<20,"5,751",565,<20,<20,31,0,<20,<20,115,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,<20,<20,"1,716",61,462,20,199,0,527,"1,907","1,608","1,562",364,674,79,276,<20,"3,036",107,<20,<20,27,0,<20,<20,110,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,<20,<20,476,<20,107,<20,38,0,131,302,235,289,63,137,<20,29,0,734,75,0,<20,<20,0,0,0,<20,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,<20,0,0,<20,0,0,0,0,0,0,0,<20,<20,0,0,0,0,0,0,0,0,0,0,0,0,<20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,0,0,<20,0,<20,0,0,0,<20,<20,<20,<20,0,<20,0,<20,0,<20,<20,0,0,0,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,0,0,310,<20,103,<20,44,0,116,268,226,223,34,107,<20,48,<20,562,30,<20,0,<20,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,0,0,347,<20,78,<20,36,0,72,162,138,168,31,115,<20,28,<20,540,46,0,0,<20,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,0,<20,769,<20,127,<20,42,<20,141,359,318,303,71,146,20,51,<20,"1,084",145,0,0,<20,0,<20,<20,<20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,<20,<20,310,<20,100,<20,37,0,86,265,215,196,34,99,<20,36,<20,514,44,<20,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,<20,<20,"1,143",27,461,20,176,<20,435,"1,368","1,160","1,075",213,431,60,247,<20,"2,180",65,<20,<20,<20,0,<20,<20,102,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,<20,30,"2,151",28,695,<20,313,0,906,"1,737","1,504","1,465",270,744,139,347,<20,"4,085",196,<20,<20,20,0,<20,<20,171,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,0,0,82,<20,31,0,<20,0,54,53,48,53,<20,29,<20,<20,<20,186,28,<20,0,0,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,30,73,"2,528",99,"1,156",60,511,<20,"1,643","5,263","4,619","3,924",642,"1,663",308,"1,005",<20,"6,427",123,28,<20,32,0,<20,<20,366,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,<20,42,"1,339",80,691,30,339,<20,987,"3,530","3,078","2,605",379,"1,065",283,776,<20,"3,904",34,<20,<20,<20,0,<20,<20,255,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,<20,20,514,<20,209,<20,104,0,359,508,474,484,59,250,49,174,<20,"1,270",<20,<20,<20,<20,0,<20,<20,65,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,25,27,"1,912",51,635,20,283,0,"1,302","1,745","1,543","1,577",274,886,104,465,<20,"4,387",90,<20,<20,21,0,<20,<20,252,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,57,156,"6,481",148,"2,146",86,877,<20,"3,720","6,063","5,479","5,247",868,"2,615",395,"1,474",<20,"13,805",335,33,<20,31,0,<20,33,681,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,<20,<20,"2,790",46,994,42,407,<20,"1,240","2,267","1,982","1,802",363,849,123,384,<20,"5,215",284,<20,0,26,0,<20,<20,144,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,<20,0,138,<20,45,<20,<20,0,50,115,93,103,27,40,<20,<20,<20,237,37,<20,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,0,0,443,<20,107,<20,47,0,106,233,187,198,56,79,<20,32,<20,669,49,<20,0,<20,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,<20,<20,905,<20,177,<20,75,0,255,402,327,325,86,145,23,65,<20,"1,378",149,<20,0,<20,0,<20,<20,27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,<20,25,"1,174",<20,517,<20,251,0,834,"1,066",963,930,135,530,81,288,<20,"2,802",56,<20,<20,<20,0,<20,21,119,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,0,<20,499,<20,123,<20,67,0,235,179,160,178,21,132,<20,27,<20,925,32,<20,<20,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,<20,<20,448,<20,97,<20,50,0,180,187,165,161,30,91,<20,40,0,762,47,<20,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,0,0,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,<20,<20,582,<20,197,<20,79,0,255,457,411,407,77,188,34,103,<20,"1,116",92,<20,0,<20,0,<20,<20,43,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,<20,27,"1,736",<20,640,<20,304,0,886,"1,383","1,234","1,150",174,612,106,291,<20,"3,518",90,<20,0,<20,0,<20,<20,124,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,<20,0,279,<20,100,<20,56,0,163,229,194,222,40,99,<20,54,<20,587,22,<20,0,0,0,0,<20,23,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,<20,<20,"1,246",22,339,<20,153,<20,540,870,726,753,180,358,61,167,<20,"2,284",142,<20,0,<20,0,<20,<20,60,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,0,<20,275,<20,63,<20,27,0,126,246,217,189,37,85,<20,66,<20,544,25,<20,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,0,0,<20,0,0,0,0,0,0,0,0,<20,<20,<20,0,0,0,<20,0,0,0,0,0,0,0,<20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,0,0,88,0,27,<20,<20,<20,32,71,66,59,<20,27,<20,<20,<20,155,<20,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,0,0,134,<20,40,0,22,0,78,92,79,88,22,37,<20,<20,<20,265,22,<20,0,<20,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,83,190,"12,791",229,"2,687",66,989,<20,"4,803","8,118","7,028","6,919","1,466","3,185",548,"1,740",<20,"21,869","1,341",38,<20,86,0,31,34,824,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,<20,22,"2,380",26,642,23,215,<20,624,"1,693","1,374","1,173",296,406,68,203,<20,"3,630",350,<20,0,<20,0,<20,<20,67,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,0,0,56,0,<20,0,<20,0,<20,26,23,28,<20,<20,<20,<20,0,79,<20,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,0,<20,158,<20,39,0,22,0,67,112,100,92,<20,47,<20,20,0,287,<20,0,0,<20,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,0,0,635,<20,94,<20,37,0,157,231,199,170,44,92,<20,53,<20,931,55,0,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,<20,<20,627,<20,91,<20,43,0,133,374,311,259,63,88,<20,61,<20,910,108,<20,0,0,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,0,<20,347,<20,96,<20,41,0,163,183,160,161,28,84,<20,36,<20,632,47,<20,0,<20,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,0,<20,158,<20,52,<20,20,<20,61,163,131,115,24,33,<20,29,0,284,42,<20,0,0,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,0,0,134,<20,28,0,<20,0,42,92,71,70,20,26,<20,<20,0,225,<20,<20,0,0,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,0,<20,85,0,<20,0,<20,0,27,63,48,37,<20,<20,<20,<20,0,144,26,<20,0,0,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,<20,<20,406,<20,88,<20,53,0,169,194,154,182,38,75,<20,22,0,698,65,<20,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,0,<20,426,<20,84,0,30,0,139,207,173,178,40,82,<20,33,<20,673,39,<20,0,<20,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,0,0,70,0,21,<20,<20,0,25,48,38,37,<20,<20,<20,<20,0,111,<20,<20,0,0,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,0,0,<20,0,<20,0,<20,0,<20,21,<20,<20,<20,<20,0,<20,0,33,<20,0,0,0,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,0,0,84,<20,20,0,<20,0,45,39,37,40,<20,25,<20,<20,0,158,<20,<20,0,0,0,0,<20,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,<20,42,"2,738",22,668,<20,275,<20,"1,074","1,749","1,449","1,520",297,751,126,386,<20,"4,847",254,<20,<20,<20,0,<20,<20,158,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,0,<20,97,0,21,<20,<20,0,34,56,41,52,<20,<20,<20,<20,0,154,21,0,0,<20,0,0,<20,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,0,0,22,0,<20,0,<20,0,<20,<20,<20,<20,<20,<20,0,<20,0,34,<20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,0,<20,206,<20,40,0,23,0,54,104,85,75,<20,39,<20,20,0,328,22,<20,0,<20,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374,0,0,69,<20,<20,0,<20,0,20,29,27,31,<20,<20,<20,<20,<20,103,<20,0,0,<20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,0,0,36,0,<20,<20,<20,0,<20,23,<20,26,<20,<20,<20,<20,<20,77,0,<20,0,0,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,0,<20,55,<20,<20,0,<20,0,<20,32,30,28,<20,<20,<20,<20,0,89,<20,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,0,0,105,0,26,0,<20,0,40,46,36,48,<20,22,<20,<20,<20,174,<20,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,0,0,88,<20,<20,0,<20,0,<20,41,26,32,<20,<20,<20,<20,0,131,<20,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,<20,<20,"1,459",<20,308,<20,133,0,467,692,539,607,141,331,59,109,<20,"2,347",160,<20,0,20,0,<20,<20,51,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,0,<20,73,<20,<20,0,<20,<20,24,46,40,44,<20,23,<20,<20,0,120,<20,<20,0,0,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,0,<20,81,<20,26,0,<20,0,30,42,27,42,<20,<20,<20,<20,0,134,20,0,<20,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,0,<20,100,<20,39,<20,20,0,61,60,50,53,<20,29,<20,<20,0,211,<20,0,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,0,0,0,0,<20,0,<20,0,<20,<20,<20,<20,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,0,<20,250,0,55,<20,26,0,84,101,89,114,<20,40,<20,<20,0,383,<20,0,0,<20,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,0,<20,212,<20,48,<20,28,0,112,119,94,103,<20,48,<20,22,<20,393,22,0,0,0,0,<20,<20,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,0,0,79,0,23,0,<20,0,30,43,36,47,<20,<20,<20,<20,0,133,<20,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,<20,23,591,<20,161,<20,55,0,178,562,461,417,51,183,23,115,0,"1,007",103,<20,<20,<20,0,<20,<20,43,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,0,<20,167,<20,55,<20,26,0,78,180,159,121,24,43,<20,36,<20,339,25,<20,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,<20,<20,677,<20,187,<20,84,0,298,526,449,391,53,181,41,124,<20,"1,280",92,<20,0,<20,0,<20,<20,47,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,0,0,62,0,<20,0,<20,0,30,23,<20,29,<20,<20,<20,<20,0,111,<20,0,0,<20,0,0,<20,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,0,0,60,0,21,0,<20,0,35,51,39,55,<20,22,<20,<20,<20,127,23,0,0,0,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,0,0,31,0,<20,0,<20,0,<20,27,20,22,<20,<20,0,<20,0,48,<20,0,<20,0,0,<20,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,<20,38,"1,262",<20,373,<20,156,0,551,"1,161","1,012",973,139,442,75,273,<20,"2,374",186,<20,<20,<20,0,<20,<20,99,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,0,0,84,0,27,<20,<20,0,43,104,79,99,<20,32,<20,<20,0,165,26,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,0,0,60,<20,20,<20,<20,0,24,43,33,35,<20,<20,<20,<20,<20,105,<20,0,0,<20,0,<20,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,0,<20,92,0,24,0,<20,0,26,57,49,65,<20,20,<20,<20,0,146,24,0,0,0,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,0,0,236,0,54,0,27,0,84,101,85,101,22,48,<20,28,<20,395,51,0,0,<20,0,<20,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,0,0,22,<20,<20,0,<20,0,<20,21,<20,<20,0,<20,<20,<20,0,60,<20,0,0,0,0,0,<20,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,0,0,<20,0,<20,0,0,0,<20,<20,<20,<20,0,<20,<20,<20,0,24,<20,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,<20,<20,600,0,145,<20,31,0,208,475,423,373,43,157,31,91,0,980,117,<20,0,<20,0,<20,<20,34,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,<20,<20,221,<20,42,<20,<20,0,53,116,96,94,<20,42,<20,22,<20,330,29,0,0,<20,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,0,0,26,0,<20,<20,<20,0,<20,28,20,20,<20,<20,<20,<20,0,38,<20,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,<20,<20,82,0,<20,0,<20,0,20,58,48,48,<20,<20,<20,<20,0,124,<20,0,0,0,0,0,<20,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,0,0,<20,0,<20,0,0,0,<20,<20,<20,<20,<20,0,0,0,0,<20,<20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,0,<20,46,<20,<20,0,<20,0,<20,53,36,43,<20,<20,<20,<20,0,65,33,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,0,<20,120,<20,<20,0,<20,0,27,76,57,78,<20,<20,<20,<20,0,159,27,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,0,<20,364,<20,183,<20,101,0,356,264,246,301,39,190,25,74,<20,986,28,0,0,<20,0,<20,<20,38,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,0,0,47,0,<20,0,<20,0,<20,43,30,30,<20,<20,<20,<20,0,73,<20,0,0,0,0,<20,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,0,0,<20,0,<20,0,<20,0,<20,27,22,31,<20,<20,<20,<20,0,22,<20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,0,0,20,0,<20,0,<20,0,<20,<20,<20,21,<20,<20,<20,<20,0,32,<20,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,0,0,31,<20,<20,0,<20,0,<20,24,<20,23,<20,<20,<20,<20,0,43,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,0,0,<20,0,<20,0,<20,0,<20,<20,<20,<20,<20,<20,0,<20,0,24,<20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,0,0,46,0,<20,<20,<20,0,<20,29,24,31,<20,20,<20,<20,0,77,<20,0,0,<20,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,0,0,60,<20,<20,0,<20,0,<20,42,35,58,<20,20,<20,<20,0,95,26,0,0,<20,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,<20,<20,49,0,<20,0,<20,0,<20,46,37,43,<20,<20,<20,<20,0,74,22,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,<20,<20,528,<20,112,<20,40,<20,202,500,419,364,50,133,30,98,<20,926,131,<20,0,0,0,<20,<20,37,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,0,0,0,0,0,0,0,0,<20,<20,<20,<20,<20,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,0,0,24,0,<20,0,<20,0,<20,<20,<20,<20,<20,<20,0,<20,0,31,<20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,<20,<20,152,<20,31,0,<20,0,62,118,105,162,26,43,<20,21,0,260,30,<20,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,0,0,<20,0,<20,0,0,0,<20,<20,<20,<20,<20,<20,0,<20,0,22,<20,0,0,0,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,0,0,41,0,<20,0,<20,0,<20,27,21,37,<20,<20,<20,<20,0,60,<20,<20,0,0,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,<20,33,378,0,72,<20,31,0,127,314,255,305,38,132,21,79,0,658,28,<20,0,<20,0,0,<20,36,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,0,<20,219,<20,41,<20,21,0,74,118,94,84,<20,40,<20,<20,0,353,<20,<20,0,<20,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,0,0,<20,0,<20,0,<20,0,<20,<20,<20,<20,<20,0,0,<20,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,0,0,<20,0,0,0,0,0,0,<20,<20,<20,0,0,0,0,0,<20,<20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,<20,0,67,0,<20,0,<20,0,<20,46,38,41,<20,<20,<20,<20,0,91,<20,0,0,0,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,<20,<20,55,<20,<20,0,<20,0,<20,35,25,23,<20,<20,<20,<20,0,82,<20,0,0,0,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,0,0,<20,0,0,0,0,0,0,<20,<20,<20,<20,0,0,<20,0,<20,0,<20,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,0,<20,54,0,<20,<20,<20,0,27,51,41,44,<20,<20,<20,<20,0,100,<20,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,0,0,<20,0,<20,0,0,0,0,<20,<20,<20,<20,<20,<20,<20,0,<20,<20,0,0,0,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,0,0,<20,0,0,0,0,0,<20,<20,<20,<20,<20,<20,<20,<20,0,<20,0,0,0,0,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,0,<20,70,<20,<20,<20,<20,0,28,64,54,71,<20,37,<20,<20,0,131,<20,0,0,0,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487,<20,45,297,0,71,<20,28,0,109,324,263,298,26,145,<20,88,<20,560,40,<20,0,<20,0,0,<20,33,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488,0,<20,22,0,<20,0,<20,0,<20,22,<20,<20,<20,<20,<20,<20,0,31,<20,0,0,0,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,0,<20,<20,0,<20,0,<20,0,<20,<20,<20,21,<20,<20,<20,<20,0,25,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,<20,35,170,0,37,0,22,0,124,125,112,169,<20,84,<20,45,<20,391,<20,<20,0,<20,0,0,<20,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,0,<20,<20,0,<20,0,<20,0,<20,<20,<20,<20,0,<20,<20,0,0,<20,<20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492,0,0,<20,0,<20,0,<20,0,<20,<20,<20,<20,<20,<20,0,<20,0,22,<20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,0,0,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494,0,0,<20,0,0,0,0,0,<20,<20,<20,<20,0,<20,<20,<20,0,<20,<20,0,0,0,0,<20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
